150 4 0 149
106 15 12 24 19 | (121,18),(143,20),(147,15)
107 12 4 34 7 | (145,14)
108 17 12 33 3 | (138,14)
109 43 13 46 42 | 
110 25 28 49 25 | (121,4),(130,14),(144,10)
111 20 23 9 16 | (119,6),(130,10)
112 30 23 37 45 | 
113 27 38 33 36 | 
114 20 30 21 33 | 
115 15 17 4 44 | 
116 39 45 15 8 | 
117 32 40 25 49 | (121,15),(128,2)
118 29 29 25 49 | 
119 34 14 10 19 | (135,2)
120 49 48 24 8 | (134,15)
121 16 6 15 46 | (144,9)
122 43 46 8 3 | 
123 48 11 7 31 | 
124 17 49 12 38 | (146,2)
125 13 22 21 46 | 
126 13 35 10 16 | (137,15),(144,17)
127 20 28 36 31 | (137,20)
128 10 34 15 43 | (131,18),(135,10),(147,9)
129 28 43 8 48 | 
130 6 14 20 47 | 
131 30 43 25 5 | (137,13)
132 4 24 7 39 | (138,4),(142,7)
133 26 36 19 16 | 
134 5 43 45 35 | (144,11)
135 16 30 12 11 | 
136 25 18 27 28 | 
137 11 19 20 20 | 
138 45 7 13 2 | 
139 46 38 7 44 | 
140 8 27 42 18 | 
141 8 44 37 27 | 
142 49 41 44 25 | 
143 44 5 32 25 | 
144 8 12 2 13 | 
145 22 26 31 16 | 
146 13 7 37 46 | 
147 8 11 38 41 | 
148 41 9 39 48 | 
149 13 18 35 9 | 
