250 4 0 249
23 40 12 4 21 | (24,7),(26,17),(62,2),(83,17),(91,11),(112,12),(116,3),(134,3),(136,1),(161,19),(239,15)
24 25 35 48 48 | (38,14),(178,9),(209,3)
25 38 22 27 20 | (27,2),(161,8),(168,16),(196,4),(245,2)
26 49 1 31 12 | (32,16),(86,9),(131,2),(137,17),(140,2),(155,8),(172,17),(178,6),(232,10),(240,7)
27 29 23 43 50 | (45,4),(48,6),(113,1),(172,5),(199,10),(206,8),(207,10)
28 49 45 37 35 | (30,14),(93,13),(138,3),(168,2),(176,7),(226,16),(227,5)
29 29 30 26 32 | (31,12),(35,14),(63,16),(99,12),(100,4),(125,18),(141,15),(201,4),(215,6)
30 17 9 48 44 | (43,17),(44,1),(96,20),(121,12),(135,20),(158,12),(164,7),(184,8),(195,17),(221,3),(226,11),(249,17)
31 24 4 38 25 | (42,19),(73,9),(116,5),(236,11),(241,13)
32 33 35 29 39 | (51,9),(59,13),(95,17),(135,1),(140,14),(159,18),(190,12),(206,8),(207,1),(212,16)
33 36 23 23 18 | (34,5),(49,9),(59,13),(63,17),(64,8),(71,20),(76,11),(79,20),(99,7),(110,19),(124,20),(153,11),(179,1),(198,19)
34 31 41 12 16 | (44,5),(66,1),(76,13),(126,19),(128,13),(160,5),(174,19),(179,1),(215,12)
35 22 16 48 50 | (90,18),(224,17)
36 34 22 34 36 | (40,2),(41,17),(45,1),(73,10),(140,17),(191,6),(211,6),(212,2),(217,6)
37 33 11 10 33 | (59,4),(60,17),(61,8),(98,13),(116,1),(138,4),(139,6),(152,19),(200,15),(204,10)
38 15 5 20 12 | (52,15),(64,4),(67,14),(68,8),(72,10),(231,18),(234,13),(246,10)
39 26 34 3 46 | (43,12),(69,2),(98,2),(109,5),(129,8),(133,10),(189,19),(244,11)
40 31 21 8 36 | (51,19),(75,18),(106,15),(173,5),(188,17),(199,7),(243,19)
41 28 9 39 23 | (59,14),(103,16),(112,16),(121,13),(136,8),(165,17),(216,2)
42 21 7 17 6 | (54,18),(67,10),(112,2),(207,12),(247,17),(248,5)
43 19 41 24 41 | (55,11),(101,2),(119,16),(184,12)
44 45 1 2 37 | (99,11),(107,13),(139,2)
45 8 47 28 48 | (185,12),(220,15),(223,2),(228,16),(248,18)
46 38 27 6 11 | (79,14),(125,10),(166,4),(215,17)
47 24 13 12 44 | (55,6),(72,3),(167,5),(193,7),(211,1),(212,7),(234,20)
48 39 1 21 40 | (57,18),(76,18),(80,14),(249,9)
49 25 35 22 21 | (50,6),(114,8),(161,4),(165,19)
50 37 24 18 6 | (82,2),(126,8),(191,12),(211,3),(227,15)
51 49 26 48 4 | (89,9),(122,11),(149,5),(159,8),(166,10),(174,8),(185,11),(201,11)
52 23 33 41 24 | (87,10),(89,11),(149,13),(188,3),(220,10)
53 30 24 50 31 | (55,1),(114,3),(139,3),(156,10),(182,20),(191,19),(201,4)
54 35 12 45 15 | (68,4),(117,10),(204,3),(249,3)
55 23 4 38 17 | (94,18),(138,11),(158,20),(159,18),(202,16),(226,4)
56 25 6 11 12 | (169,2),(233,16)
57 11 34 32 46 | (89,2),(122,8),(126,14),(167,11),(178,8)
58 36 44 34 50 | (110,9),(165,9),(167,17),(196,14),(201,5),(205,5),(236,17),(240,6)
59 39 29 32 22 | (99,1),(102,18),(123,14),(156,13),(171,19)
60 31 26 28 42 | (76,12),(123,6),(143,3),(182,18),(189,11),(199,18),(223,9),(237,15)
61 28 49 44 24 | (79,3),(186,5),(223,16),(239,7)
62 36 44 45 8 | (88,15),(107,13),(135,14),(171,4),(188,10),(239,14)
63 19 29 18 3 | (97,17),(107,15),(119,16),(158,5),(161,20),(223,19),(226,18),(234,4)
64 29 21 42 9 | (75,16),(86,9),(133,12),(137,17),(141,12),(198,19),(217,13),(233,5)
65 4 36 28 45 | (83,6),(98,5),(143,12),(165,3),(216,12),(226,12)
66 23 31 10 6 | (110,2),(131,17),(141,19),(185,1),(192,14),(215,4),(216,15)
67 29 39 40 7 | 
68 17 50 5 27 | (76,5),(119,10),(143,5),(153,12),(187,11)
69 3 29 6 49 | (88,8),(91,1),(127,4),(142,8),(146,6),(160,6),(169,9),(213,13),(230,18)
70 43 30 50 32 | (96,10),(121,17),(155,2),(163,1),(165,16),(171,2),(176,11),(200,13),(216,16)
71 19 13 29 17 | (76,5),(95,19),(120,13)
72 14 25 13 23 | (86,19),(137,12),(138,7),(188,7)
73 37 36 18 25 | (76,11)
74 23 20 41 45 | (115,1),(117,10),(147,16),(159,3),(181,12),(249,17)
75 4 24 39 3 | (194,5),(212,15),(216,17),(219,3),(227,8),(230,18),(238,16)
76 14 41 30 49 | (119,12),(163,3),(178,2),(210,15),(214,19),(235,15)
77 34 40 7 13 | (103,13),(106,9),(111,1),(198,4),(201,12)
78 21 1 47 28 | (107,14),(116,20),(168,4),(174,19),(221,8)
79 25 28 30 26 | (141,8),(194,13),(240,18)
80 33 1 26 24 | (203,18)
81 8 48 35 44 | (118,5),(119,4),(203,13),(224,3)
82 7 31 29 31 | (103,7),(113,9),(144,16),(239,11)
83 14 28 6 47 | (91,5),(173,17),(177,20),(210,12),(234,20),(245,1)
84 16 27 47 24 | (86,8),(106,12),(109,12),(111,2),(167,11),(170,18),(172,17),(186,3),(192,3),(207,6),(235,2)
85 10 33 45 3 | (87,13),(106,9),(133,10),(182,16)
86 7 49 5 4 | (140,15),(141,6),(155,15)
87 1 13 15 43 | (89,6),(110,5),(117,7),(122,4),(136,16),(147,1),(148,1),(169,17),(210,5),(222,5)
88 37 22 14 30 | (122,14),(167,15)
89 11 10 27 44 | (153,11)
90 6 31 11 15 | (132,9),(157,11),(162,13),(170,17),(215,15)
91 31 25 48 10 | (112,5),(115,11),(121,10),(229,10),(244,8)
92 6 29 40 24 | (115,3),(122,5),(188,13)
93 24 40 2 33 | (101,4),(116,10),(118,1),(128,4),(143,7),(156,6),(173,2),(184,9),(191,18),(201,14),(246,17)
94 12 35 8 13 | (108,3),(131,2),(161,13),(192,18),(198,3),(210,6),(235,3),(237,14)
95 9 22 41 30 | (121,4),(140,7),(142,12),(152,14),(199,15),(220,20),(233,3),(241,3)
96 10 41 5 47 | (99,15),(179,6),(180,5),(195,7),(215,20)
97 30 1 1 38 | (109,17),(124,17),(131,6),(212,18),(224,5),(238,16)
98 48 34 35 12 | (140,6),(143,16),(205,16),(212,5),(246,17)
99 10 25 14 11 | (147,19),(207,18),(246,9)
100 31 28 10 32 | (109,8),(113,3)
101 11 19 21 24 | (120,5),(220,9)
102 36 19 48 5 | (146,18),(170,5),(173,2),(249,14)
103 20 36 34 40 | (107,11),(139,7),(143,2),(181,1),(226,7)
104 19 2 43 29 | (111,4),(198,17),(201,15),(233,19),(249,13)
105 14 43 17 45 | (150,3)
106 14 41 17 34 | (107,18),(138,2),(154,17),(242,14)
107 44 16 23 28 | (115,7),(122,1),(187,10),(232,5)
108 32 31 28 48 | (127,11),(215,19),(218,10),(232,7),(247,18)
109 28 16 22 39 | (169,15),(194,8)
110 11 3 14 46 | (118,17),(186,13)
111 9 41 43 44 | (118,3),(215,11),(233,7),(249,18)
112 23 40 6 16 | (118,16),(133,5),(149,2),(173,8),(207,9),(220,6),(231,12),(234,12),(245,7)
113 16 29 1 25 | (171,14),(236,17)
114 12 30 30 30 | (150,1),(195,12),(203,17),(217,13),(218,13)
115 18 3 3 49 | (217,18),(222,19),(224,18)
116 33 18 11 11 | (117,15),(138,9),(141,7),(163,9),(215,5)
117 3 4 7 33 | (171,9),(178,14)
118 18 5 49 36 | (167,20),(198,5),(203,2),(245,17),(247,4)
119 23 48 16 12 | (166,12),(235,15),(236,4),(239,16)
120 39 12 30 9 | (175,18),(202,11)
121 17 25 46 50 | (151,11),(163,20),(173,8),(185,5),(206,1),(234,6),(239,19)
122 33 34 28 11 | (135,9),(155,10),(219,1),(234,3)
123 35 13 9 40 | (219,18),(224,9)
124 25 28 27 42 | (147,15),(161,11),(211,15)
125 49 16 22 22 | (151,11),(170,15),(186,9),(204,4),(220,19)
126 29 43 36 25 | (138,19),(204,3)
127 18 33 5 37 | (172,7),(180,1),(203,19),(247,5)
128 19 38 41 26 | (185,16)
129 9 6 25 8 | (150,18)
130 25 11 12 29 | (145,11),(169,20),(188,20),(210,20),(221,8)
131 39 46 11 20 | (192,19)
132 32 20 49 40 | (220,4),(229,2),(246,4),(249,18)
133 20 43 48 28 | (135,11),(147,14),(155,4),(194,17),(212,12),(246,20)
134 1 14 3 50 | 
135 47 48 22 47 | (222,20)
136 21 6 10 4 | (158,7),(245,15)
137 43 33 11 44 | (146,19),(155,20),(207,9)
138 48 28 22 40 | (157,16),(215,15),(240,1)
139 16 35 16 34 | (211,3),(220,3),(246,8)
140 27 37 36 14 | (169,16),(182,17),(187,17),(191,3),(210,1)
141 24 36 36 50 | (147,20),(159,3),(210,15)
142 2 15 18 26 | (160,1),(194,18)
143 1 4 4 31 | (166,19),(193,11),(210,14)
144 9 29 45 30 | (159,17),(228,17)
145 5 34 48 5 | (197,17),(217,2)
146 17 6 42 21 | (164,6),(190,19),(224,2),(227,12),(236,5)
147 35 33 21 15 | (148,10),(241,20)
148 9 48 26 30 | 
149 18 41 6 18 | (181,3),(198,9),(234,16),(235,20)
150 41 39 10 17 | (164,13),(175,14),(180,6),(211,9),(225,19),(244,14)
151 29 6 25 5 | (152,18),(180,10),(213,13)
152 30 32 7 15 | (176,11),(180,10),(193,20),(218,16)
153 8 1 9 48 | (184,5),(211,20),(212,7),(245,7)
154 6 30 13 42 | (165,5),(217,10)
155 40 1 22 29 | (158,13),(167,12),(171,3),(186,5),(208,11),(224,13)
156 6 4 50 45 | (163,13),(183,19),(192,9),(237,4)
157 1 48 39 17 | (173,1),(242,19)
158 40 10 1 32 | (162,20),(173,2)
159 45 44 40 45 | (182,16),(198,4),(209,16)
160 8 3 36 33 | (234,14),(240,8)
161 41 11 2 33 | (180,11),(225,15)
162 10 39 34 13 | (179,20)
163 10 29 1 7 | (214,3),(227,3),(228,13),(231,4),(244,12),(246,8)
164 32 9 35 49 | (187,15),(189,11)
165 25 50 26 17 | (212,12)
166 10 40 49 13 | (246,11)
167 33 39 23 34 | (184,16),(228,7)
168 12 28 24 11 | (231,4)
169 1 27 50 38 | (243,15)
170 35 24 28 39 | (181,5),(182,4),(184,6),(219,8)
171 11 38 11 24 | (172,1),(231,2),(241,12)
172 29 11 50 20 | (187,13)
173 21 17 1 38 | (203,14),(224,12),(249,17)
174 32 2 15 31 | (178,9),(188,2)
175 14 44 30 33 | (180,20),(198,11)
176 43 11 29 2 | (195,3),(201,12),(215,10),(221,12),(231,12)
177 38 43 38 11 | (230,4)
178 15 14 2 49 | (192,4),(194,4),(208,12),(216,16),(223,8),(237,13),(247,12)
179 26 33 31 33 | (181,11)
180 12 24 28 9 | (196,20),(202,10)
181 3 20 26 2 | (199,7),(247,2)
182 8 49 8 16 | (198,2),(209,2)
183 23 21 35 13 | (235,5)
184 22 41 11 46 | (208,6),(229,14),(239,18)
185 2 4 32 3 | (204,4)
186 24 43 25 10 | (194,7),(196,11),(216,11),(217,8),(229,14)
187 36 24 8 30 | (208,20),(219,5)
188 18 31 14 45 | (197,9)
189 45 20 16 24 | (215,9),(249,2)
190 1 20 19 37 | (200,8),(205,2)
191 22 21 19 8 | (202,8),(234,20)
192 18 7 42 44 | (237,15)
193 14 14 19 13 | 
194 43 25 32 2 | (197,7)
195 9 46 6 44 | (238,6)
196 23 2 7 40 | (197,5),(201,15),(234,2)
197 49 43 7 27 | (198,10),(205,5)
198 39 45 45 11 | (228,19),(234,17)
199 49 41 25 39 | (219,5),(221,18),(243,4),(245,10)
200 32 26 37 29 | (211,9)
201 28 38 24 14 | 
202 32 6 35 27 | (216,6),(233,16),(242,6),(249,5)
203 26 26 30 18 | (209,19),(248,19)
204 5 46 8 37 | (208,17)
205 7 8 28 9 | (207,19)
206 5 12 50 16 | 
207 45 40 39 46 | (231,8)
208 2 15 13 9 | (230,18),(235,4),(244,10)
209 16 50 11 2 | (213,19),(228,20)
210 12 3 27 9 | (232,8),(243,15)
211 30 45 19 26 | (234,13)
212 34 1 9 1 | 
213 17 19 29 15 | (215,4),(223,6)
214 28 26 1 11 | (240,18)
215 13 27 2 5 | (240,16)
216 1 7 6 47 | (229,9),(232,10)
217 21 1 15 17 | (226,1),(229,17),(234,19),(237,8)
218 50 47 15 8 | (248,20)
219 33 20 20 42 | (232,6)
220 19 9 7 28 | (239,8)
221 27 32 39 24 | (234,12)
222 31 46 25 4 | (230,1),(248,15)
223 20 20 1 3 | (228,17),(232,7)
224 3 10 33 19 | 
225 40 4 37 21 | (248,7)
226 33 12 32 12 | (244,12)
227 33 31 7 37 | 
228 30 2 26 23 | (236,6)
229 4 35 36 31 | (245,17)
230 41 23 6 3 | (249,8)
231 4 19 36 16 | (233,2)
232 17 46 35 37 | 
233 40 7 43 42 | (245,20)
234 32 21 33 30 | (246,10)
235 49 12 39 22 | (247,6)
236 2 11 1 16 | 
237 41 40 19 17 | 
238 42 47 5 17 | 
239 30 21 46 18 | 
240 46 48 44 20 | 
241 20 33 18 26 | (249,3)
242 45 17 38 5 | 
243 49 38 23 34 | 
244 25 17 43 39 | 
245 50 7 45 27 | (246,13)
246 1 42 20 5 | 
247 3 18 3 5 | 
248 41 20 2 47 | 
249 18 11 40 2 | 
